,open,close
137,36.035,35.94
138,35.45,35.08
139,35.045,35.48
140,35.365,35.59
141,35.69,35.26
142,35.85,35.8
143,35.71,36.07
144,36.125,36.025
145,36.185,35.785
146,35.84,36.22
147,36.49,37.1075
148,37.165,37.695
149,37.75,37.835
150,37.795,37.785
151,38.285,37.62
152,37.63,38.02
153,37.94,38.665
154,38.76,38.175
155,38.13,38.06
156,38.055,37.68
157,37.765,38.275
158,38.42,38.17
159,38.32,38.59
160,38.455,38.665
161,38.25,38.485
162,38.49,38.58
163,38.295,38.595
164,38.48,38.435
165,38.4,38.7
